file,question,answer,answer_start,answer_end
1345160.txt,RMF มีการจ่ายปันผลอย่างไร,ไม่จ่ายปันผล (การจ่ายเงินปันผลจะทำให้มูลค่าเงินลงทุนลดลง ส่งผลให้ผู้ลงทุนมีเงินเพื่อการเกษียณลดลง),16084,16181
1345150.txt,วิธีคิดลดเงินปันผล (Dividend Discount Model :DDM) คืออะไร,การประเมินมูลค่า โดยการใช้ผลรวมของเงินปันผลในอนาคต มาคิดลดด้วยอัตราผลตอบแทนขั้นต่ำที่ต้องการจากการลงทุนในหุ้น (k),2063,2175
1345156.txt,การกำหนดสัดส่วนสินทรัพย์เชิงกลยุทธ์ (Strategic Asset Allocation: SAA) คืออะไร,การกำหนดสัดส่วนการลงทุนในแต่ละสินทรัพย์ที่ตั้งใจจะลงทุนในระยะยาว,485,548
1345160.txt,กองทุนรวมที่มีความเสี่ยงทั้งในและต่างประเทศ คืออะไร,กองทุนที่ลงทุนทั้งในและต่างประเทศ,4043,4075
1345185.txt,XR คืออะไร,ผู้ซื้อหลักทรัพย์จะไม่มีสิทธิจองซื้อหุ้นเพิ่มทุน,1025,1072
1345138.txt,หน้าที่ของสถาบันจัดอันดับความน่าเชื่อถือ คืออะไร,เป็นผู้ประเมินอันดับความน่าเชื่อถือของหุ้นกู้ และผู้ออกหุ้นกู้,3726,3787
1345200.txt,ผลตอบแทนของกองทุนรวมมีอะไรบ้าง,1. ผลตอบแทนจากส่วนต่างราคา (Capital gain)  2. เงินปันผล (Dividend),90,155
1345185.txt,XN คืออะไร,ผู้ซื้อหลักทรัพย์จะไม่มีสิทธิรับเงินคืนจากการลดทุนจดทะเบียน,1399,1457
1345160.txt,ลักษณะสำคัญของกองทุนเปิด คืออะไร,การซื้อขายหลังจาก IPO ของผู้ลงทุนจะเป็นการซื้อขายกับ บลจ. (อาจใช้ช่องทางผ่าน บลจ. ตรง หรือผ่านตัวแทนสนับสนุนขาย) และเมื่อมีการซื้อขายหน่วยลงทุนก็จะเปลี่ยนแปลง,2549,2706
1345156.txt,Market timing (การจับจังหวะลงทุน) คืออะไร,การตัดสินใจซื้อ/ขาย โดยการคาดแนวโน้มของสิ่งที่จะลงทุนในอนาคต,3191,3250
1345183.txt,16.40 – 17.00 น. มีรายละเอียดอย่างไร,Off-hour trading (ช่วงซื้อขายนอกเวลา) ปิดรับคำสั่งซื้อขายทั่วไป แต่เปิดให้สามารถซื้อขายนอกเวลาด้วยวิธี Trade report เท่านั้น,895,1018
